Date,GameType,AwayScore,AwayTeam,HomeScore,HomeTeam,VenueName,AwayHR,HomeHR
2014-06-06,Regular Season,2,Boston Red Sox,6,Detroit Tigers,Comerica Park,0,3
2014-06-06,Regular Season,8,Philadelphia Phillies,0,Cincinnati Reds,Great American Ball Park,1,0
2014-06-06,Regular Season,0,Seattle Mariners,4,Tampa Bay Rays,Tropicana Field,0,0
2014-06-06,Regular Season,4,Cleveland Indians,6,Texas Rangers,Globe Life Park in Arlington,2,2
2014-06-06,Regular Season,5,Houston Astros,4,Minnesota Twins,Target Field,3,1
2014-06-06,Regular Season,4,New York Yankees,2,Kansas City Royals,Kauffman Stadium,0,0
2014-06-06,Regular Season,7,Los Angeles Dodgers,2,Colorado Rockies,Coors Field,0,1
2014-06-06,Regular Season,5,Atlanta Braves,2,Arizona Diamondbacks,Chase Field,1,1
2014-06-06,Regular Season,4,Chicago White Sox,8,Los Angeles Angels,Angel Stadium of Anaheim,2,2
2014-06-06,Regular Season,6,Washington Nationals,0,San Diego Padres,Petco Park,1,0
2014-06-06,Regular Season,2,New York Mets,4,San Francisco Giants,AT&T Park,1,1
2014-06-07,Regular Season,5,St. Louis Cardinals,0,Toronto Blue Jays,Rogers Centre,1,0
2014-06-07,Regular Season,0,Houston Astros,8,Minnesota Twins,Target Field,0,0
2014-06-07,Regular Season,8,Cleveland Indians,3,Texas Rangers,Globe Life Park in Arlington,2,0
2014-06-07,Regular Season,2,Miami Marlins,5,Chicago Cubs,Wrigley Field,1,3
2014-06-07,Regular Season,9,Milwaukee Brewers,3,Pittsburgh Pirates,PNC Park,0,0
2014-06-07,Regular Season,4,Los Angeles Dodgers,5,Colorado Rockies,Coors Field,1,0
2014-06-07,Regular Season,5,Philadelphia Phillies,6,Cincinnati Reds,Great American Ball Park,3,2
2014-06-07,Regular Season,7,Seattle Mariners,4,Tampa Bay Rays,Tropicana Field,1,2
2014-06-07,Regular Season,6,Boston Red Sox,8,Detroit Tigers,Comerica Park,1,2
2014-06-07,Regular Season,4,New York Yankees,8,Kansas City Royals,Kauffman Stadium,0,2
2014-06-07,Regular Season,3,Oakland Athletics,6,Baltimore Orioles,Oriole Park at Camden Yards,1,2
2014-06-07,Regular Season,5,Chicago White Sox,6,Los Angeles Angels,Angel Stadium of Anaheim,1,1
2014-06-07,Regular Season,4,New York Mets,5,San Francisco Giants,AT&T Park,0,0
2014-06-07,Regular Season,3,Atlanta Braves,4,Arizona Diamondbacks,Chase Field,1,1
2014-06-07,Regular Season,3,Washington Nationals,4,San Diego Padres,Petco Park,1,1
2014-06-08,Regular Season,5,St. Louis Cardinals,0,Toronto Blue Jays,Rogers Centre,2,0
2014-06-08,Regular Season,1,Philadelphia Phillies,4,Cincinnati Reds,Great American Ball Park,0,1
2014-06-08,Regular Season,1,Milwaukee Brewers,0,Pittsburgh Pirates,PNC Park,0,0
2014-06-08,Regular Season,11,Oakland Athletics,1,Baltimore Orioles,Oriole Park at Camden Yards,1,0
2014-06-08,Regular Season,5,Seattle Mariners,0,Tampa Bay Rays,Tropicana Field,0,0
2014-06-08,Regular Season,14,Houston Astros,5,Minnesota Twins,Target Field,4,1
2014-06-08,Regular Season,1,New York Yankees,2,Kansas City Royals,Kauffman Stadium,0,0
2014-06-08,Regular Season,4,Miami Marlins,3,Chicago Cubs,Wrigley Field,0,0
2014-06-08,Regular Season,3,Cleveland Indians,2,Texas Rangers,Globe Life Park in Arlington,0,0
2014-06-08,Regular Season,2,Chicago White Sox,4,Los Angeles Angels,Angel Stadium of Anaheim,0,0
2014-06-08,Regular Season,4,New York Mets,6,San Francisco Giants,AT&T Park,2,0
2014-06-08,Regular Season,5,Atlanta Braves,6,Arizona Diamondbacks,Chase Field,3,2
2014-06-08,Regular Season,6,Los Angeles Dodgers,1,Colorado Rockies,Coors Field,1,1
2014-06-08,Regular Season,6,Washington Nationals,0,San Diego Padres,Petco Park,1,0
2014-06-08,Regular Season,5,Boston Red Sox,3,Detroit Tigers,Comerica Park,2,0
2014-06-09,Regular Season,3,Seattle Mariners,0,Tampa Bay Rays,Tropicana Field,0,0
2014-06-09,Regular Season,0,Boston Red Sox,4,Baltimore Orioles,Oriole Park at Camden Yards,0,3
2014-06-09,Regular Season,2,Chicago Cubs,6,Pittsburgh Pirates,PNC Park,1,2
2014-06-09,Regular Season,4,Minnesota Twins,5,Toronto Blue Jays,Rogers Centre,2,2
2014-06-09,Regular Season,6,Los Angeles Dodgers,2,Cincinnati Reds,Great American Ball Park,2,1
2014-06-09,Regular Season,17,Cleveland Indians,7,Texas Rangers,Globe Life Park in Arlington,5,2
2014-06-09,Regular Season,5,Detroit Tigers,6,Chicago White Sox,U.S. Cellular Field,3,1
2014-06-09,Regular Season,3,Atlanta Braves,1,Colorado Rockies,Coors Field,0,1
2014-06-09,Regular Season,4,Houston Astros,3,Arizona Diamondbacks,Chase Field,0,0
2014-06-09,Regular Season,1,Oakland Athletics,4,Los Angeles Angels,Angel Stadium of Anaheim,0,0
2014-06-09,Regular Season,9,Washington Nationals,2,San Francisco Giants,AT&T Park,0,0
2014-06-10,Regular Season,1,Houston Astros,4,Arizona Diamondbacks,Chase Field,0,1
2014-06-10,Regular Season,1,Boston Red Sox,0,Baltimore Orioles,Oriole Park at Camden Yards,0,0
2014-06-10,Regular Season,7,Chicago Cubs,3,Pittsburgh Pirates,PNC Park,1,1
2014-06-10,Regular Season,2,San Diego Padres,5,Philadelphia Phillies,Citizens Bank Park,1,1
2014-06-10,Regular Season,4,Minnesota Twins,0,Toronto Blue Jays,Rogers Centre,1,0
2014-06-10,Regular Season,6,Los Angeles Dodgers,1,Cincinnati Reds,Great American Ball Park,0,0
2014-06-10,Regular Season,2,Milwaukee Brewers,6,New York Mets,Citi Field,0,2
2014-06-10,Regular Season,1,St. Louis Cardinals,0,Tampa Bay Rays,Tropicana Field,1,0
2014-06-10,Regular Season,8,Miami Marlins,5,Texas Rangers,Globe Life Park in Arlington,0,0
2014-06-10,Regular Season,5,Cleveland Indians,9,Kansas City Royals,Kauffman Stadium,0,3
2014-06-10,Regular Season,13,Atlanta Braves,10,Colorado Rockies,Coors Field,3,1
2014-06-10,Regular Season,1,Oakland Athletics,2,Los Angeles Angels,Angel Stadium of Anaheim,0,1
2014-06-10,Regular Season,3,New York Yankees,2,Seattle Mariners,Safeco Field,0,0
2014-06-10,Regular Season,2,Washington Nationals,1,San Francisco Giants,AT&T Park,0,0
2014-06-11,Regular Season,7,Minnesota Twins,2,Toronto Blue Jays,Rogers Centre,1,0
2014-06-11,Regular Season,1,Cleveland Indians,4,Kansas City Royals,Kauffman Stadium,0,0
2014-06-11,Regular Season,0,Boston Red Sox,6,Baltimore Orioles,Oriole Park at Camden Yards,0,1
2014-06-11,Regular Season,2,Chicago Cubs,4,Pittsburgh Pirates,PNC Park,0,1
2014-06-11,Regular Season,0,San Diego Padres,3,Philadelphia Phillies,Citizens Bank Park,0,1
2014-06-11,Regular Season,0,Los Angeles Dodgers,5,Cincinnati Reds,Great American Ball Park,0,1
2014-06-11,Regular Season,3,Milwaukee Brewers,1,New York Mets,Citi Field,0,0
2014-06-11,Regular Season,3,St. Louis Cardinals,6,Tampa Bay Rays,Tropicana Field,0,0
2014-06-11,Regular Season,0,Miami Marlins,6,Texas Rangers,Globe Life Park in Arlington,0,0
2014-06-11,Regular Season,1,Arizona Diamondbacks,5,Houston Astros,Minute Maid Park,1,2
2014-06-11,Regular Season,2,Detroit Tigers,8,Chicago White Sox,U.S. Cellular Field,0,1
2014-06-11,Regular Season,2,Atlanta Braves,8,Colorado Rockies,Coors Field,0,0
2014-06-11,Regular Season,7,Oakland Athletics,1,Los Angeles Angels,Angel Stadium of Anaheim,1,0
2014-06-11,Regular Season,4,New York Yankees,2,Seattle Mariners,Safeco Field,1,1
2014-06-11,Regular Season,6,Washington Nationals,2,San Francisco Giants,AT&T Park,1,0
2014-06-12,Regular Season,1,Los Angeles Dodgers,4,Cincinnati Reds,Great American Ball Park,0,1
2014-06-12,Regular Season,3,San Diego Padres,7,Philadelphia Phillies,Citizens Bank Park,1,1
2014-06-12,Regular Season,3,Atlanta Braves,10,Colorado Rockies,Coors Field,1,2
2014-06-12,Regular Season,1,Washington Nationals,7,San Francisco Giants,AT&T Park,0,0
2014-06-12,Regular Season,0,Chicago Cubs,4,Pittsburgh Pirates,PNC Park,0,0
2014-06-12,Regular Season,2,Toronto Blue Jays,4,Baltimore Orioles,Oriole Park at Camden Yards,0,1
2014-06-12,Regular Season,2,Cleveland Indians,5,Boston Red Sox,Fenway Park,0,1
2014-06-12,Regular Season,5,Milwaukee Brewers,1,New York Mets,Citi Field,2,0
2014-06-12,Regular Season,4,Arizona Diamondbacks,5,Houston Astros,Minute Maid Park,2,3
2014-06-12,Regular Season,4,Detroit Tigers,0,Chicago White Sox,U.S. Cellular Field,1,0
2014-06-12,Regular Season,6,New York Yankees,3,Seattle Mariners,Safeco Field,1,1
2014-06-13,Regular Season,2,Chicago Cubs,1,Philadelphia Phillies,Citizens Bank Park,1,0
2014-06-13,Regular Season,4,Toronto Blue Jays,0,Baltimore Orioles,Oriole Park at Camden Yards,1,0
2014-06-13,Regular Season,2,Minnesota Twins,0,Detroit Tigers,Comerica Park,1,0
2014-06-13,Regular Season,3,Cleveland Indians,10,Boston Red Sox,Fenway Park,1,1
2014-06-13,Regular Season,8,Pittsburgh Pirates,6,Miami Marlins,Marlins Park,2,1
2014-06-13,Regular Season,2,San Diego Padres,6,New York Mets,Citi Field,1,0
2014-06-13,Regular Season,3,Los Angeles Angels,4,Atlanta Braves,Turner Field,0,2
2014-06-13,Regular Season,6,Cincinnati Reds,5,Milwaukee Brewers,Miller Park,0,1
2014-06-13,Regular Season,7,Kansas City Royals,2,Chicago White Sox,U.S. Cellular Field,0,0
2014-06-13,Regular Season,6,Tampa Bay Rays,1,Houston Astros,Minute Maid Park,0,1
2014-06-13,Regular Season,0,Washington Nationals,1,St. Louis Cardinals,Busch Stadium,0,1
2014-06-13,Regular Season,7,New York Yankees,0,Oakland Athletics,O.co Coliseum,0,0
2014-06-13,Regular Season,3,Arizona Diamondbacks,4,Los Angeles Dodgers,Dodger Stadium,0,1
2014-06-13,Regular Season,1,Texas Rangers,0,Seattle Mariners,Safeco Field,0,0
2014-06-13,Regular Season,7,Colorado Rockies,4,San Francisco Giants,AT&T Park,0,0
2014-06-14,Regular Season,9,Kansas City Royals,1,Chicago White Sox,U.S. Cellular Field,2,1
2014-06-14,Regular Season,4,Chicago Cubs,7,Philadelphia Phillies,Citizens Bank Park,3,2
2014-06-14,Regular Season,3,Cleveland Indians,2,Boston Red Sox,Fenway Park,0,0
2014-06-14,Regular Season,5,Colorado Rockies,4,San Francisco Giants,AT&T Park,1,2
2014-06-14,Regular Season,2,Toronto Blue Jays,3,Baltimore Orioles,Oriole Park at Camden Yards,0,1
2014-06-14,Regular Season,9,Minnesota Twins,12,Detroit Tigers,Comerica Park,1,2
2014-06-14,Regular Season,8,Pittsburgh Pirates,6,Miami Marlins,Marlins Park,2,2
2014-06-14,Regular Season,5,San Diego Padres,0,New York Mets,Citi Field,1,0
2014-06-14,Regular Season,3,Tampa Bay Rays,7,Houston Astros,Minute Maid Park,1,0
2014-06-14,Regular Season,11,Los Angeles Angels,6,Atlanta Braves,Turner Field,2,1
2014-06-14,Regular Season,2,Cincinnati Reds,4,Milwaukee Brewers,Miller Park,1,1
2014-06-14,Regular Season,1,Washington Nationals,4,St. Louis Cardinals,Busch Stadium,0,1
2014-06-14,Regular Season,1,New York Yankees,5,Oakland Athletics,O.co Coliseum,0,0
2014-06-14,Regular Season,4,Arizona Diamondbacks,6,Los Angeles Dodgers,Dodger Stadium,2,1
2014-06-14,Regular Season,4,Texas Rangers,3,Seattle Mariners,Safeco Field,1,0
2014-06-15,Regular Season,3,Minnesota Twins,4,Detroit Tigers,Comerica Park,0,0
2014-06-15,Regular Season,1,San Diego Padres,3,New York Mets,Citi Field,0,1
2014-06-15,Regular Season,2,Pittsburgh Pirates,3,Miami Marlins,Marlins Park,0,0
2014-06-15,Regular Season,5,Toronto Blue Jays,2,Baltimore Orioles,Oriole Park at Camden Yards,0,1
2014-06-15,Regular Season,3,Chicago Cubs,0,Philadelphia Phillies,Citizens Bank Park,1,0
2014-06-15,Regular Season,3,Cleveland Indians,2,Boston Red Sox,Fenway Park,2,0
2014-06-15,Regular Season,4,Tampa Bay Rays,3,Houston Astros,Minute Maid Park,0,2
2014-06-15,Regular Season,13,Cincinnati Reds,4,Milwaukee Brewers,Miller Park,3,1
2014-06-15,Regular Season,6,Kansas City Royals,3,Chicago White Sox,U.S. Cellular Field,2,0
2014-06-15,Regular Season,2,Washington Nationals,5,St. Louis Cardinals,Busch Stadium,0,2
2014-06-15,Regular Season,8,Colorado Rockies,7,San Francisco Giants,AT&T Park,1,3
2014-06-15,Regular Season,5,New York Yankees,10,Oakland Athletics,O.co Coliseum,2,2
2014-06-15,Regular Season,1,Texas Rangers,5,Seattle Mariners,Safeco Field,1,0
2014-06-15,Regular Season,6,Arizona Diamondbacks,3,Los Angeles Dodgers,Dodger Stadium,2,0
2014-06-15,Regular Season,3,Los Angeles Angels,7,Atlanta Braves,Turner Field,2,1
2014-06-16,Regular Season,3,Los Angeles Angels,4,Cleveland Indians,Progressive Field,0,2
2014-06-16,Regular Season,11,Kansas City Royals,8,Detroit Tigers,Comerica Park,1,1
2014-06-16,Regular Season,4,Baltimore Orioles,5,Tampa Bay Rays,Tropicana Field,2,3
2014-06-16,Regular Season,5,Chicago Cubs,4,Miami Marlins,Marlins Park,1,1
2014-06-16,Regular Season,0,Minnesota Twins,1,Boston Red Sox,Fenway Park,0,0
2014-06-16,Regular Season,6,Philadelphia Phillies,1,Atlanta Braves,Turner Field,1,0
2014-06-16,Regular Season,2,New York Mets,6,St. Louis Cardinals,Busch Stadium,0,0
2014-06-16,Regular Season,9,Milwaukee Brewers,3,Arizona Diamondbacks,Chase Field,1,0
2014-06-16,Regular Season,14,Texas Rangers,8,Oakland Athletics,O.co Coliseum,4,2
2014-06-16,Regular Season,1,Colorado Rockies,6,Los Angeles Dodgers,Dodger Stadium,1,0
2014-06-16,Regular Season,1,San Diego Padres,5,Seattle Mariners,Safeco Field,1,2
2014-06-17,Regular Season,1,San Diego Padres,6,Seattle Mariners,Safeco Field,1,2
2014-06-17,Regular Season,9,Los Angeles Angels,3,Cleveland Indians,Progressive Field,4,1
2014-06-17,Regular Season,6,Cincinnati Reds,5,Pittsburgh Pirates,PNC Park,1,0
2014-06-17,Regular Season,5,Houston Astros,6,Washington Nationals,Nationals Park,0,0
2014-06-17,Regular Season,1,Toronto Blue Jays,3,New York Yankees,Yankee Stadium,1,1
2014-06-17,Regular Season,11,Kansas City Royals,4,Detroit Tigers,Comerica Park,2,1
2014-06-17,Regular Season,7,Baltimore Orioles,5,Tampa Bay Rays,Tropicana Field,2,2
2014-06-17,Regular Season,5,Chicago Cubs,6,Miami Marlins,Marlins Park,1,1
2014-06-17,Regular Season,1,Minnesota Twins,2,Boston Red Sox,Fenway Park,0,0
2014-06-17,Regular Season,5,Philadelphia Phillies,2,Atlanta Braves,Turner Field,1,0
2014-06-17,Regular Season,2,San Francisco Giants,8,Chicago White Sox,U.S. Cellular Field,1,2
2014-06-17,Regular Season,2,New York Mets,5,St. Louis Cardinals,Busch Stadium,2,1
2014-06-17,Regular Season,7,Milwaukee Brewers,5,Arizona Diamondbacks,Chase Field,3,1
2014-06-17,Regular Season,6,Texas Rangers,10,Oakland Athletics,O.co Coliseum,1,1
2014-06-17,Regular Season,2,Colorado Rockies,4,Los Angeles Dodgers,Dodger Stadium,0,3
2014-06-18,Regular Season,10,Philadelphia Phillies,5,Atlanta Braves,Turner Field,1,2
2014-06-18,Regular Season,6,Chicago Cubs,1,Miami Marlins,Marlins Park,1,1
2014-06-18,Regular Season,2,Kansas City Royals,1,Detroit Tigers,Comerica Park,1,1
2014-06-18,Regular Season,2,Baltimore Orioles,0,Tampa Bay Rays,Tropicana Field,1,0
2014-06-18,Regular Season,1,Minnesota Twins,2,Boston Red Sox,Fenway Park,1,2
2014-06-18,Regular Season,3,New York Mets,2,St. Louis Cardinals,Busch Stadium,0,1
2014-06-18,Regular Season,6,San Francisco Giants,7,Chicago White Sox,U.S. Cellular Field,0,2
2014-06-18,Regular Season,2,Texas Rangers,4,Oakland Athletics,O.co Coliseum,0,0
2014-06-18,Regular Season,11,Cincinnati Reds,4,Pittsburgh Pirates,PNC Park,0,0
2014-06-18,Regular Season,5,Houston Astros,6,Washington Nationals,Nationals Park,0,1
2014-06-18,Regular Season,3,Toronto Blue Jays,7,New York Yankees,Yankee Stadium,0,1
2014-06-18,Regular Season,3,Milwaukee Brewers,4,Arizona Diamondbacks,Chase Field,1,0
2014-06-18,Regular Season,0,Colorado Rockies,8,Los Angeles Dodgers,Dodger Stadium,0,0
2014-06-18,Regular Season,1,Seattle Mariners,2,San Diego Padres,Petco Park,0,0
2014-06-19,Regular Season,3,Los Angeles Angels,5,Cleveland Indians,Progressive Field,0,1
2014-06-19,Regular Season,3,Cincinnati Reds,4,Pittsburgh Pirates,PNC Park,1,0
2014-06-19,Regular Season,1,Kansas City Royals,2,Detroit Tigers,Comerica Park,0,1
2014-06-19,Regular Season,4,Milwaukee Brewers,1,Arizona Diamondbacks,Chase Field,0,0
2014-06-19,Regular Season,1,Seattle Mariners,4,San Diego Padres,Petco Park,0,0
2014-06-19,Regular Season,3,Atlanta Braves,0,Washington Nationals,Nationals Park,0,0
2014-06-19,Regular Season,4,Toronto Blue Jays,6,New York Yankees,Yankee Stadium,2,0
2014-06-19,Regular Season,0,Houston Astros,5,Tampa Bay Rays,Tropicana Field,0,2
2014-06-19,Regular Season,1,New York Mets,0,Miami Marlins,Marlins Park,1,0
2014-06-19,Regular Season,2,Chicago White Sox,4,Minnesota Twins,Target Field,0,1
2014-06-19,Regular Season,4,Philadelphia Phillies,1,St. Louis Cardinals,Busch Stadium,1,0
2014-06-19,Regular Season,2,Boston Red Sox,4,Oakland Athletics,O.co Coliseum,1,1
2014-06-20,Regular Season,3,Pittsburgh Pirates,6,Chicago Cubs,Wrigley Field,1,2
2014-06-20,Regular Season,6,Atlanta Braves,4,Washington Nationals,Nationals Park,1,2
2014-06-20,Regular Season,3,Baltimore Orioles,5,New York Yankees,Yankee Stadium,0,1
2014-06-20,Regular Season,6,Detroit Tigers,4,Cleveland Indians,Progressive Field,2,2
2014-06-20,Regular Season,3,Houston Astros,1,Tampa Bay Rays,Tropicana Field,2,0
2014-06-20,Regular Season,2,New York Mets,3,Miami Marlins,Marlins Park,0,0
2014-06-20,Regular Season,14,Toronto Blue Jays,9,Cincinnati Reds,Great American Ball Park,4,2
2014-06-20,Regular Season,4,Chicago White Sox,5,Minnesota Twins,Target Field,2,0
2014-06-20,Regular Season,7,Seattle Mariners,5,Kansas City Royals,Kauffman Stadium,3,2
2014-06-20,Regular Season,5,Philadelphia Phillies,1,St. Louis Cardinals,Busch Stadium,1,0
2014-06-20,Regular Season,13,Milwaukee Brewers,10,Colorado Rockies,Coors Field,3,3
2014-06-20,Regular Season,1,San Francisco Giants,4,Arizona Diamondbacks,Chase Field,0,0
2014-06-20,Regular Season,3,Boston Red Sox,4,Oakland Athletics,O.co Coliseum,0,1
2014-06-20,Regular Season,3,Texas Rangers,7,Los Angeles Angels,Angel Stadium of Anaheim,1,1
2014-06-20,Regular Season,5,Los Angeles Dodgers,6,San Diego Padres,Petco Park,0,2
2014-06-21,Regular Season,6,Baltimore Orioles,1,New York Yankees,Yankee Stadium,4,1
2014-06-21,Regular Season,3,Chicago White Sox,4,Minnesota Twins,Target Field,0,0
2014-06-21,Regular Season,2,Seattle Mariners,1,Kansas City Royals,Kauffman Stadium,0,1
2014-06-21,Regular Season,1,Boston Red Sox,2,Oakland Athletics,O.co Coliseum,0,0
2014-06-21,Regular Season,0,Houston Astros,8,Tampa Bay Rays,Tropicana Field,0,0
2014-06-21,Regular Season,9,Milwaukee Brewers,4,Colorado Rockies,Coors Field,1,1
2014-06-21,Regular Season,4,New York Mets,0,Miami Marlins,Marlins Park,1,0
2014-06-21,Regular Season,1,Philadelphia Phillies,4,St. Louis Cardinals,Busch Stadium,0,0
2014-06-21,Regular Season,1,Toronto Blue Jays,11,Cincinnati Reds,Great American Ball Park,1,2
2014-06-21,Regular Season,0,Atlanta Braves,3,Washington Nationals,Nationals Park,0,0
2014-06-21,Regular Season,5,Detroit Tigers,4,Cleveland Indians,Progressive Field,3,1
2014-06-21,Regular Season,5,Pittsburgh Pirates,3,Chicago Cubs,Wrigley Field,2,1
2014-06-21,Regular Season,2,Texas Rangers,3,Los Angeles Angels,Angel Stadium of Anaheim,1,1
2014-06-21,Regular Season,4,Los Angeles Dodgers,2,San Diego Padres,Petco Park,0,0
2014-06-21,Regular Season,6,San Francisco Giants,4,Arizona Diamondbacks,Chase Field,1,0
2014-06-22,Regular Season,10,Detroit Tigers,4,Cleveland Indians,Progressive Field,1,0
2014-06-22,Regular Season,11,New York Mets,5,Miami Marlins,Marlins Park,1,0
2014-06-22,Regular Season,3,Toronto Blue Jays,4,Cincinnati Reds,Great American Ball Park,1,1
2014-06-22,Regular Season,1,Atlanta Braves,4,Washington Nationals,Nationals Park,0,0
2014-06-22,Regular Season,2,Houston Astros,5,Tampa Bay Rays,Tropicana Field,1,0
2014-06-22,Regular Season,8,Baltimore Orioles,0,New York Yankees,Yankee Stadium,2,0
2014-06-22,Regular Season,5,Chicago White Sox,6,Minnesota Twins,Target Field,0,0
2014-06-22,Regular Season,2,Seattle Mariners,1,Kansas City Royals,Kauffman Stadium,1,0
2014-06-22,Regular Season,3,Philadelphia Phillies,5,St. Louis Cardinals,Busch Stadium,0,0
2014-06-22,Regular Season,2,Pittsburgh Pirates,1,Chicago Cubs,Wrigley Field,1,0
2014-06-22,Regular Season,7,Boston Red Sox,6,Oakland Athletics,O.co Coliseum,3,2
2014-06-22,Regular Season,2,Los Angeles Dodgers,1,San Diego Padres,Petco Park,0,0
2014-06-22,Regular Season,6,Milwaukee Brewers,5,Colorado Rockies,Coors Field,2,1
2014-06-22,Regular Season,4,San Francisco Giants,1,Arizona Diamondbacks,Chase Field,0,0
2014-06-22,Regular Season,2,Texas Rangers,5,Los Angeles Angels,Angel Stadium of Anaheim,1,2
2014-06-23,Regular Season,4,Chicago White Sox,6,Baltimore Orioles,Oriole Park at Camden Yards,1,3
2014-06-23,Regular Season,4,Miami Marlins,0,Philadelphia Phillies,Citizens Bank Park,0,0
2014-06-23,Regular Season,3,New York Yankees,8,Toronto Blue Jays,Rogers Centre,1,1
2014-06-23,Regular Season,8,Pittsburgh Pirates,1,Tampa Bay Rays,Tropicana Field,1,0
2014-06-23,Regular Season,6,Cincinnati Reds,1,Chicago Cubs,Wrigley Field,1,1
2014-06-23,Regular Season,3,Los Angeles Dodgers,5,Kansas City Royals,Kauffman Stadium,1,1
2014-06-23,Regular Season,3,Washington Nationals,0,Milwaukee Brewers,Miller Park,1,0
2014-06-23,Regular Season,8,St. Louis Cardinals,0,Colorado Rockies,Coors Field,2,0
2014-06-23,Regular Season,3,Boston Red Sox,12,Seattle Mariners,Safeco Field,1,2
